ID;Coordenacao;Associacao;Municipio;Interessado;Valor;Objeto;Modalidade;Status;Observacoes;Numero Emenda;SGPE;Data da publicacao;Data do PGTO/Troca;Observacoes da publicacao;Forma de transferencia
532;SERRA;AMURES;CAMPO BELO DO SUL;JORCI;R$ 150.000,00;Aquisição de equipamentos agrícolas para Secretaria Municipal de Agricultura;TEV 26 2.8mi KATSUMI/JG;PUBLICADO;;;SCC 10571/2026;;;;
531;SERRA;AMURES;BOM RETIRO;EDUARDO NECKEL;R$ 300.000,00;Aquisição de Rolo Compactador e Motoniveladora;TEV 26 2.8mi KATSUMI/JG;PUBLICADO;;;SCC 9049/2026;;;;
530;SERRA;AMURES;BOM RETIRO;EDUARDO NECKEL;R$ 150.000,00;Aquisição de implementos agrícolas para a Secretaria Municipal de Agricultura;TEV 26 2.8mi KATSUMI/JG;AGUARDANDO PORTARIA;;;SCC 10482/2026;;;;
529;AMUREL;AMUREL;TUBARÃO;DEPUTADO PEPÊ COLLAÇO;R$ 450.000,00;Revitalização da Praça Palestina;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 11799/2026;;;;
528;AMESC;AMESC;SÃO JOÃO DO SUL;FILIPE FARINHA;R$ 250.000,00;Custeio Infraestrutura;TEV 26 5mi GABI/GOV;AGUARDANDO PORTARIA;;;SCC 11308/2026;;;;
527;AMUREL;AMUREL;SANGÃO;RAPHA SCREMIN;R$ 200.000,00;TEA - Terapia Ocupacional e Ecoterapia;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 7401/2026;;;;
526;LITORAL NORTE;AMVE;RODEIO;VINO;R$ 150.000,00;Aquisição de materiais necessários à execução de obras de pavimentação e drenagem;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 9724/2026;;;;
525;PLANALTO NORTE;AMUNESC;RIO NEGRINHO;ANDI CASTRO;R$ 100.000,00;Investimento em recursos tecnológicos para a APAE;TEV 26 5mi GABI/GOV;AGUARDANDO PORTARIA;;;SCC 10802/2026;;;;
524;AMUREL;AMUREL;RIO FORTUNA;EDEVAN;R$ 200.000,00;Custeio de Exames para Atendimento ás Demandas da Saúde;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 2050/2026;;;;
523;AMREC;AMREC;ORLEANS;FERNANDO CRUZETTA;R$ 300.000,00;Aquisição de veículo para secretaria de Administração;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 9570/2026;;;;
522;MEIO-OESTE;AMARP;LEBON RÉGIS;DEBORA;R$ 150.000,00;Recurso para Secretaria de Assistência Social;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 20799/2025;;;;
521;AMUREL;AMUREL;LAGUNA;FERNANDINHO;R$ 350.000,00;Pavimentação de trecho com 188 metros de extensão da rua Fernando Antônio dos Santos - Perrixil;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 2922/2026;;;;
520;AMUREL;AMUREL;JAGUARUNA;ISMAEL PIUCO;R$ 150.000,00;Pavimentação da Rua Santa Cecília, Bairro Encruzo;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 2819/2026;;;;
519;ALTO VALE;AMAVI;ITUPORANGA;GEISON KURTZ;R$ 200.000,00;Aquisição de Insumos para Infraestrutura da localidade de Rio Bonito e Rio dos Bugres;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 2869/2026;;;;
518;AMUREL;AMUREL;IMBITUBA;-;R$ 300.000,00;Pavimentação da Rua Evaristo Lima, bairro Campo D´Aviação;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 3745/2026;;;;
517;AMUREL;AMUREL;IMARUÍ;SIMONE JOAO MACIEL;R$ 200.000,00;Aquisição de veículo para secretaria de Infraestrutura;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 8640/2026;;;;
516;AMUREL;AMUREL;GRÃO-PARÁ;HELINHO;R$ 300.000,00;Custeio para secretaria municipal de Saúde;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 8463/2026;;;;
515;LITORAL NORTE;AMVE;GASPAR;MELATO;R$ 400.000,00;Pavimentação da Rua Paulo Reinert, bairro Santa Terezinha;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 9646/2026;;;;
514;OESTE;AMAI;ENTRE RIOS;JACIR BINO;R$ 146.690,00;Aquisição de veículo destinado ao uso exclusivo do Conselho Tutelar;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 10935/2026;;;;
513;AMREC;AMREC;CRICIÚMA;MIRI;R$ 350.000,00;Aquisição de Computadores para Secretaria Municipal de Saúde;TEV 26 5mi GABI/GOV;PUBLICADO;;;;;;;
512;AMUREL;AMUREL;CAPIVARI DE BAIXO;FERNANDO JUNINHO;R$ 200.000,00;Melhorias no campo de futebol do bairro ilhotinha, compreendendo a implantação de sistema de iluminação e o fechamento em vidro da sede existente no local;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 6940/2026;;;;
511;AMUREL;AMUREL;CAPIVARI DE BAIXO;CAMILO POLICIAL;R$ 300.000,00;Serviços de desassoreamento e limpeza de valas de drenagem no município;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 9731/2026;;;;
510;AMUREL;AMUREL;BRAÇO DO NORTE;DUDA;R$ 500.000,00;Pavimentação de trecho da Estrada Geral Rio Amélia;TEV 26 5mi GABI/GOV;PUBLICADO;;;SCC 7896/2026;;;;
502;SERRA;AMURES;CERRO NEGRO;MARGARETE MARTINS;R$ 200.000,00;CONSTRUÇÃO DE REFEITÓRIO NO NÚCLEO MUNICIPAL CONSTÂNCIO JOSÉ DA SILVA;TEV 26 2.8mi KATSUMI/JG;PUBLICADO;;;;;;;
501;AMUREL;AMUREL;CAPIVARI DE BAIXO;ALEX SENSEI;R$ 150.000,00;AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO E MATERIAIS ELÉTRICOS DESTINADOS À REFORMA, MANUTENÇÃO E ADEQUAÇÃO DOS CAMPOS DE FUTEBOL PERTENCENTES AO MUNICÍPIO;TEV 26 2.8mi KATSUMI/JG;PUBLICADO;;;SCC 7483/2026;;;;
500;MEIO-OESTE;AMPLASC;ZORTÉA;ÉLIO;R$ 200.000,00;INFRAESTRUTURA NO MUNICÍPIO - RUA ADELINA BRANCHER;TEV 26 2.8mi KATSUMI/JG;PUBLICADO;;;SCC 8530/2026;;;;
499;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 300.000,00;APOIO PARA O NATAL NAS ÁGUAS 2026;PATROCÍNIOS;PENDENTE;;;;;;;
498;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 150.000,00;APOIO PARA A 2ª FESTA DAS ORIGENS DE GRAVATAL;PATROCÍNIOS;PENDENTE;;;;;;;
497;AMUREL;AMUREL;TUBARÃO;GELSON BENTO;R$ 100.000,00;CLUBE DE MÃES - Custeio das atividades;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
496;AMUREL;AMUREL;TUBARÃO;BARBA;R$ 300.000,00;Investimento em Infraestrutura;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
495;AMUREL;AMUREL;TUBARÃO;BIGORNA;R$ 100.000,00;SERTAO DOS CORREAS - Investimento Sede Social;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
494;AMUREL;AMUREL;TUBARÃO;TEA;R$ 400.000,00;APAE - Equoterapia e Terapia Ocupacional;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
493;AMREC;AMREC;TREVISO;LU POSSOLI;R$ 200.000,00;Construção Capela Mortuária;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
491;AMUREL;AMUREL;SANGÃO;RAPHA SCREMIN;R$ 200.000,00;TEA - Equoterapia e Terapia Ocupacional;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
490;LITORAL NORTE;AMVE;RODEIO;VINO;R$ 150.000,00;Investimentos em infraestrutura;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
489;ALTO VALE;AMAVI;PETROLÂNDIA;DÉIO;R$ 100.000,00;CLUBE DE MÃES - Custeio das atividades;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
488;AMREC;AMREC;ORLEANS;FERNANDO CRUZETTA;R$ 300.000,00;Compra de veículo para Administração Municipal;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
487;AMUREL;AMUREL;LAGUNA;TEA;R$ 350.000,00;APAE - Equoterapia e Terapia Ocupacional;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
485;AMREC;AMREC;FORQUILHINHA;ANA LUCIA;R$ 150.000,00;Pavimentação;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
484;AMREC;AMREC;CRICIÚMA;MIRI;R$ 300.000,00;Investimento em Infraestrutura;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
483;AMUREL;AMUREL;CAPIVARI DE BAIXO;CAMILO POLICIAL;R$ 300.000,00;Pavimentação;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
481;AMUREL;AMUREL;CAPIVARI DE BAIXO;JAPA;R$ 300.000,00;APAE - Compra veículo passageiros;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
480;AMUREL;AMUREL;BRAÇO DO NORTE;DUDA;R$ 400.000,00;Pavimentação Rio Amélia;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
479;AMUREL;AMUREL;ARMAZÉM;TEA;R$ 100.000,00;APAE - Equoterapia e Terapia Ocupacional;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;;;;;
478;PLANALTO NORTE;AMPLANORTE;IRINEÓPOLIS;FERNANDO CATAPAN;R$ 150.000,00;Aquisição de um veículo para a Secretaria de Assistência Social do município;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20121/2025;;;;
476;MEIO-OESTE;AMARP;LEBON RÉGIS;MARCELO SPAUTZ;R$ 200.000,00;Fornecimento e Instalação de Piso para o Ginásio Municipal de Esportes;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19949/2025;;;;
475;LITORAL NORTE;GRANFPOLIS;ANTÔNIO CARLOS;VAGNER;R$ 300.000,00;Solicitação de recursos para aquisição de trator cabinado;TEV 25 10.3 mi GOV;PAGO;;;SCC 19965/2025;;;;
474;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 0,00;2 CARROS DE PASSEIO;DOAÇÕES;PRONTO;;;;;;;
473;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 480.000,00;AMBULÂNCIA SAMU - PROGRAMA FEDERAL;OUTRAS TRANSF;PRONTO;;;;;;;
472;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 0,00;01 KIT DE TRANSPOSIÇÃO DE OBSTÁCULOS A SER INSTALADO NA COMUNIDADE DE MORRO GRANDE;OUTRAS TRANSF;ARQUIVADO;;;SDC 1820/2025;;;;
471;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 5.900.000,00;GINÁSIO DE ESPORTES;OUTRAS TRANSF;PRONTO;;;SCC 8425/2023;;;;
470;AMUREL;AMUREL;CAPIVARI DE BAIXO;MARCIA;R$ 523.537,16;PAVIMENTAÇÃO ASFÁLTICA NA RUA ANTONIA DE BITTENCOURT BARCELOS - INDUSTRIAL;OUTRAS TRANSF;PAGO PARCIAL;;;SCC 6744/2024;;;;
469;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 500.000,00;INVESTIMENTO NO SISTEMA VIÁRIO DO MUNICÍPIO;PIX 22 SUPLENTE;PRONTO;;;SCC 7555/2022;;;;
468;AMUREL;AMUREL;RIO FORTUNA;EDEVAN;R$ 600.000,00;PAVIMENTAÇÃO DE TRECHO DA ESTRADA GERAL RIO CAFÉ, NO MUNICÍPIO DE RIO FORTUNA/SC;PIX 22 SUPLENTE;PRONTO;;;SCC 4606/2022;;;;
467;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 2.300.000,00;CRECHE JOELMA DE BONA;PIX 22 SUPLENTE;PRONTO;;;;;;;
466;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 600.000,00;REVITALIZAÇÃO GINÁSIO DE ESPORTES E DAS RUAS PORTUGAL E ROZELINDA TEREZINHA DA COSTA SÁ;PIX 22 SUPLENTE;PRONTO;;;SCC 2308/2022;;;;
465;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 1.000.000,00;PAVIMENTAÇÃO DE DIVERSAS RUAS NO MUNICÍPIO DE PAULO LOPES/SC;PIX 22 SUPLENTE;PRONTO;;;SCC 3863/2022;;;;
464;AMUREL;AMUREL;IMBITUBA;EDUARDO FAUSTINA;R$ 215.000,00;PAVIMENTAÇÃO DA RUA MARGARIDA ALVES DAMÁSIO, IMBITUBA/SC;PIX 22 SUPLENTE;PRONTO;;;SCC 4179/2022;;;;
463;AMUREL;AMUREL;IMBITUBA;DEPUTADO PEPÊ COLLAÇO;R$ 375.000,00;PAVIMENTAÇÃO, DRENAGEM E ACESSIBILIDADE RUA VOLNEI SOARES;PIX 22 SUPLENTE;PENDENTE;;;SCC 4181/2022;;;;
462;AMUREL;AMUREL;IMBITUBA;DEPUTADO PEPÊ COLLAÇO;R$ 515.000,00;PAVIMENTAÇÃO E DRENAGEM NA RUA LUIZ GONZAGA DE AMORIM, IMBITUBA/SC;PIX 22 SUPLENTE;ARQUIVADO;;;SCC 4175/2022;;;;
461;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 1.250.000,00;PAVIMENTAÇÃO RUA VERGÍLIO SERAFIM FERNANDES EM TERMAS;PIX 22 SUPLENTE;PRONTO;;;SCC 4600/2022;;;;
460;AMUREL;AMUREL;ARMAZÉM;EMERSON;R$ 500.000,00;PAVIMENTAÇÃO DE VIAS NO MUNICÍPIO DE ARMAZÉM/SC;PIX 22 SUPLENTE;PRONTO;;;SCC 4705/2022;;;;
459;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 0,00;DOAÇÃO DE DOIS VEÍCULOS PARA AS SECRETARIAS DE SERVIÇOS URBANOS, OBRAS E AGRICULTURA;DOAÇÕES;PRONTO;;;;;;;
458;AMUREL;AMUREL;GAROPABA;AIRES;R$ 0,00;DOAÇÃO DE UM VEÍCULO AUTOMOTIVO DE CINCO PORTAS PARA A SEC DE ADM;DOAÇÕES;ARQUIVADO;;;;;;;
457;AMREC;AMREC;COCAL DO SUL;ADEMIR;R$ 0,00;1ª EDIÇÃO DA FESTA DO COLONO E DO CAMINHONEIRO - 24 A 28 DE SETEMBRO DE 2025;PATROCÍNIOS;ARQUIVADO;;;15779-4;;;;
456;AMESC;AMESC;PASSO DE TORRES;PAULINHO GAITEIRO;R$ 100.000,00;FESTA MUNICIPAL DE NAVEGANTES - 31/01 A 02/02/2026 - ENVIADO SECRETÁRIO 16/10/25;PATROCÍNIOS;ARQUIVADO;;;;;;;
455;AMESC;AMESC;PASSO DE TORRES;PAULINHO GAITEIRO;R$ 50.000,00;4ª SEMANA FARROUPILHA - 13 A 20 DE SETEMBRO DE 2025;PATROCÍNIOS;PAGO;;;1860829;;;;
454;AMUREL;AMUREL;TUBARÃO;NILTINHO;R$ 19.040,00;LETS BEER FESTIVAL - 18 A 21 DE OUTUBRO DE 2023;PATROCÍNIOS;PAGO;;;;;;;
453;AMUREL;AMUREL;TUBARÃO;PADRE EDSON;R$ 20.000,00;FESTA JUNINA DO BAIRRO PASSAGEM (SANTA TEREZINHA) - 5 A 12 DE JUNHO DE 2025;PATROCÍNIOS;PAGO;;;14181-2;;;;
452;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 15.000,00;2ª FESTA DA CULTURA DO MUNICÍPIO DE SANGÃO - 22 A 25 DE MAIO DE 2025;PATROCÍNIOS;PRONTO;;;15751-4;;;;
451;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 20.000,00;4ª FEIRA AGROPOLO - 23 A 25 DE MAIO DE 2025;PATROCÍNIOS;PRONTO;;;15310-1;;;;
450;AMUREL;AMUREL;PAULO LOPES;NADIR;R$ 20.000,00;2ª FEIRA AGROPOLO - 12 A 14 DE MAIO DE 2023;PATROCÍNIOS;PRONTO;;;;;;;
449;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 150.000,00;APOIO FINANCEIRO AO MUNICÍPIO NA ÁREA DA SAÚDE - CUSTEIO;SOBRA SAUDE 25;PAGO;;;;;;;
448;AMUREL;AMUREL;SÃO LUDGERO;ELDER;R$ 107.000,00;APOIO FINANCEIRO AO MUNICÍPIO NA ÁREA DA SAÚDE - AMPLIAÇÃO PSICOLOGIA E PSIQUIATRIA;SOBRA SAUDE 25;PAGO;;;;;;;
447;AMUREL;AMUREL;TREZE DE MAIO;MARCOS MODOLON;R$ 350.000,00;APOIO FINANCEIRO AO MUNICÍPIO PARA COMPRA DE UMA AMBULÂNCIA SAÚDE;SOBRA SAUDE 25;PAGO;;;;;;;
446;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 150.000,00;APOIO FINANCEIRO AO MUNICÍPIO NA ÁREA DA SAÚDE - CUSTEIO;SOBRA SAUDE 25;PAGO;;;;;;;
445;AMUREL;AMUREL;PEDRAS GRANDES;JADNA;R$ 200.000,00;APOIO FINANCEIRO AO MUNICÍPIO NA ÁREA DA SAÚDE - INVESTIMENTO EM INFRA. DE ATENDIMENTO DE UNIDADES BÁSICAS DE SAÚDE;SOBRA SAUDE 25;PAGO;;;;;;;
444;AMESC;AMESC;TURVO;RENATA;R$ 100.000,00;APOIO FINANCEIRO AO MUNICÍPIO NA ÁREA DA SAÚDE - ATENDIMENTO AUTISMO;SOBRA SAUDE 25;PAGO;;;;;;;
443;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 150.000,00;APOIO FINANCEIRO AO MUNICÍPIO NA ÁREA DA SAÚDE - CUSTEIO DE EXAMES DE BAIXA, MÉDIA E ALTA COMPLEXIDADE;SOBRA SAUDE 25;PAGO;;;;;;;
442;AMREC;AMREC;ORLEANS;XELA;R$ 100.000,00;FUNDAÇÃO HOSPITALAR SANTA OTILIA;SOBRA SAUDE 24;PRONTO;;;SCC 14421/2024;;;;
441;AMUREL;AMUREL;IMARUÍ;ALENCAR;R$ 150.000,00;CUSTEIO HOSPITAL ASSOCIAÇÃO SANTA CASA SÃO JOÃO BATISTA;SOBRA SAUDE 24;PRONTO;;;SCC 14424/2024;;;;
440;AMESC;AMESC;MELEIRO;JONAS;R$ 200.000,00;HOSPITAL COMUN SÃO JUDAS TADEU - CUSTEIO;SOBRA SAUDE 24;PRONTO;;;SCC 14425/2024;;;;
439;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 105.584,84;REALIZAÇÃO DE EXAMES;SOBRA SAUDE 24;PRONTO;;;2668/24;;;;
438;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 300.000,00;EXAMES DE IMAGEM: TOMOGRAFIAS, RESSONÂNCIAS MAGNÉTICAS E ULTRASSOM;SOBRA SAUDE 24;PRONTO;;;2667/24;;;;
436;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 127.561,93;APOIO AO CUSTEIO PARA EXAMES DE RESSONÂNCIA MAGNÉTICA;SOBRA SAUDE 23;PRONTO;;;SCC 2085/2023;;;;
435;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 100.000,00;APOIO AO CUSTEIO PARA SAÚDE;SOBRA SAUDE 23;PRONTO;;;;;;;
434;AMUREL;AMUREL;GRAVATAL;DEPUTADO PEPÊ COLLAÇO;R$ 2.518.000,00;Pavimentação de trecho da Estrada Municipal Várzea das Canoas;BANCADA 26;AGUARDANDO PORTARIA;;;;;;;
433;AMUREL;AMUREL;PESCARIA BRAVA;DEPUTADO PEPÊ COLLAÇO;R$ 2.316.000,00;INVESTIMENTO EM INFRAESTRUTURA VIÁRIA pavimentação asfáltica da Avenida Eliete - Trecho 03;BANCADA 25;PAGO;;;SCC 6038/2025;;;;
432;AMREC;AMREC;ORLEANS;FERNANDO CRUZETTA;R$ 2.316.000,00;PAVIMENTAÇÃO ASFÁLTICA DA RUA VEREADOR ELIAS BUSSOLO, NO BAIRRO SAMUEL SANDRINI;BANCADA 25;PAGO;;;;;;;
431;AMUREL;AMUREL;TUBARÃO;DEPUTADO PEPÊ COLLAÇO;R$ 5.000.000,00;PROJETO EXECUTIVO DA DRAGAGEM, DA ÁREA DO PORTO DE LAGUNA, COM REMODELAGEM DOS MOLHES;BANCADA 24;PUBLICADO;;;SPAF 345/2024 & 348/2024;;;;
430;AMUREL;AMUREL;TUBARÃO;DEPUTADO PEPÊ COLLAÇO;R$ 2.000.000,00;PAVIMENTAÇÃO E DRENAGEM PLUVIAL DA AVENIDA PEDRO ZAPELINI -410 METROS, PAVIMENTAÇÃO Е DRENAGEM PLUVIAL RUA DOZE DE OUTUBRO 312 METROS.;BANCADA 24;AGUARDANDO DOCUMENTAÇÃO;;;SCC 18539/23;;;;
429;ALTO VALE;AMAVI;VITOR MEIRELES;GREISON;R$ 150.000,00;Aquisição de materiais pétreos para pavimentação parcial da Rodovia VMS-075;TEV 26 5mi GOV;EM ANÁLISE;;;SCC 20197/2025;;;;
428;SERRA;AMURES;URUBICI;LUCAS WARMLING;R$ 300.000,00;Pavimentação em asfalto da Rua Ana Warmling Stange;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 4415/2026;;;;
427;SERRA;AMURES;URUBICI;BARTHÔ;R$ 200.000,00;O recurso para pavimentação da Rua João Locks;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20884/2025;;;;
426;AMUREL;AMUREL;TUBARÃO;DEPUTADO PEPÊ COLLAÇO;R$ 350.000,00;Custeio para Secretaria de Esporte - APROET / ADFT / CHURRASCADA / ROBÓTICA / VÔLEI;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 4255/2026;;;;
425;AMUREL;AMUREL;TUBARÃO;ROBERTO ANTUNES;R$ 100.000,00;Pavientação da Rua Vespúcio Claudino e de um trecho da Rua Manoel Rosendo Linhares - (CTG);TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 3796/2026;;;;
424;AMUREL;AMUREL;TUBARÃO;FERNANDO NANDI;R$ 350.000,00;Projeto CDL - Elaboração de projeto para implantação de redes subterrâneas de distribuição de energia elétrica;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 3775/2026;;;;
423;PLANALTO NORTE;AMUNESC;RIO NEGRINHO;ANDI CASTRO;R$ 250.000,00;Pavimentação de parte da Rua Luiz Bernardo Olsen;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 2328/2026;;;;
422;LITORAL NORTE;AMVE;RIO DOS CEDROS;ZAIO;R$ 300.000,00;PAVIMENTAÇÃO DA RCD-430 (Trecho1), BAIRRO RIO ESPERANÇA;TEV 26 5mi GOV;PUBLICADO;;;SCC 20040/2025;;;;
421;ALTO VALE;AMAVI;RIO DO OESTE;DEPINÉ;R$ 150.000,00;Aquisição de equipamentos agrícolas;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20889/2025;;;;
420;ALTO VALE;AMAVI;PRESIDENTE GETÚLIO;LALAS;R$ 400.000,00;Reperfilamento e recomposição asfáltica superficial da Rua Ruy Barbosa, do bairro Primavera;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20417/2025;;;;
419;SERRA;AMURC;PONTE ALTA DO NORTE;RUBIA;R$ 100.000,00;Custeio e manutenção das atividades da Secretaria de Assistência Social;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20842/2025;;;;
418;MEIO-OESTE;AMAUC;PERITIBA;ÍNDIO;R$ 100.000,00;Atividade na área da educação, atividades de educação básica;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 20224/2025;;;;
417;SERRA;AMURES;PAINEL;MARCIO ANDRADE;R$ 100.000,00;Aquisição de implementos;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20829/2025;;;;
416;AMREC;AMREC;NOVA VENEZA;LELÊ;R$ 300.000,00;Manutenção no Ginásio de Esportes do São Bento Baixo;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 20670/2025;;;;
415;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 200.000,00;Aquisição de Massa Asfáltica para Pavimentação e Manutenção Viária;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 4085/2026;;;;
414;LITORAL NORTE;GRANFPOLIS;LEOBERTO LEAL;NOILA;R$ 200.000,00;Concretagem do piso de Centro de Eventos;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20933/2025;;;;
